GeneSymbol,TCGA-02-0047,TCGA-02-0055,TCGA-02-2486,TCGA-06-0125,TCGA-06-0130,TCGA-06-0132,TCGA-06-0138,TCGA-06-0139,TCGA-06-0141,TCGA-06-0152,TCGA-06-0157,TCGA-06-0158,TCGA-06-0168,TCGA-06-0171,TCGA-06-0174,TCGA-06-0184,TCGA-06-0187,TCGA-06-0190,TCGA-06-0210,TCGA-06-0211,TCGA-06-0219,TCGA-06-0238,TCGA-06-0644,TCGA-06-0645,TCGA-06-0646,TCGA-06-0649,TCGA-06-0686,TCGA-06-0743,TCGA-06-0744,TCGA-06-0745,TCGA-06-0747,TCGA-06-0749,TCGA-06-0750,TCGA-06-0882,TCGA-06-1804,TCGA-06-2557,TCGA-06-2558,TCGA-06-2559,TCGA-06-2561,TCGA-06-2562,TCGA-06-2565,TCGA-06-2567,TCGA-06-5408,TCGA-06-5410,TCGA-06-5411,TCGA-06-5412,TCGA-06-5418,TCGA-06-5856,TCGA-08-0386,TCGA-12-0616,TCGA-12-0618,TCGA-12-0619,TCGA-12-0821,TCGA-12-3650,TCGA-12-3652,TCGA-12-3653,TCGA-12-5295,TCGA-12-5299,TCGA-14-0736,TCGA-14-0781,TCGA-14-0787,TCGA-14-0789,TCGA-14-0790,TCGA-14-0817,TCGA-14-0871,TCGA-14-1034,TCGA-14-1402,TCGA-14-1823,TCGA-14-1825,TCGA-14-2554,TCGA-15-0742,TCGA-16-0846,TCGA-16-1045,TCGA-19-0957,TCGA-19-1389,TCGA-19-1390,TCGA-19-1787,TCGA-19-2620,TCGA-19-2624,TCGA-19-2625,TCGA-19-5960,TCGA-26-5135,TCGA-26-5136,TCGA-27-1830,TCGA-27-1831,TCGA-27-1832,TCGA-27-1834,TCGA-27-1835,TCGA-27-1837,TCGA-27-2519,TCGA-27-2523,TCGA-27-2524,TCGA-27-2526,TCGA-27-2528,TCGA-28-1747,TCGA-28-5204,TCGA-28-5207,TCGA-28-5208,TCGA-28-5213,TCGA-28-5215,TCGA-28-5218,TCGA-28-5220,TCGA-32-1970,TCGA-32-1980,TCGA-32-1982,TCGA-32-2615,TCGA-32-2616,TCGA-32-2632,TCGA-32-2638,TCGA-32-5222,TCGA-41-2571,TCGA-41-2572,TCGA-41-3915,TCGA-41-4097,TCGA-41-5651,TCGA-76-4925,TCGA-76-4926,TCGA-76-4928,TCGA-76-4929,TCGA-76-4931
FAM104A,4.731699174,3.678409997,3.946375288,4.448491337,4.002891507,3.689265609,3.784053725,3.926606741,3.682550825,4.346034972,4.125386605,4.252377811,3.734427827,4.100725406,4.475383251,3.374789111,4.157900662,4.192746514,4.323917642,4.366420139,3.931021119,3.65015565,4.367797381,3.866967306,4.317347488,3.943986945,4.129035677,3.729302602,4.070758542,4.327004653,4.170886478,3.322072357,3.652486495,4.233627346,4.029055273,4.335140206,4.5091891,4.693308526,4.216757497,4.406835953,4.68898039,4.293738322,4.511986628,3.886433088,4.388037957,3.989929184,4.404467197,4.622385724,4.232637735,4.177702567,4.242465318,4.664647808,4.710200306,4.430867319,4.269788717,4.484782623,4.275431745,4.535424694,4.005651494,3.811265504,4.051285085,4.116772287,4.299156722,4.038137638,3.360869904,4.333345013,3.617557091,3.648327379,4.502381525,4.208009949,3.85425503,3.849358809,4.043432002,3.812036078,3.976867666,4.468114072,4.381020285,3.705314441,4.14937319,3.956558534,4.557655155,4.147331123,3.850249358,3.986902369,3.494761201,3.953572559,4.235719402,4.324781807,4.210053714,3.866759647,4.78301655,4.252794087,3.963159656,4.328161479,4.28298831,4.891890611,4.43010459,4.7093899,4.185811056,4.551029911,4.114067126,4.391032165,4.002630519,3.958657108,3.914899328,4.270977379,4.651223943,4.053658761,4.353542079,4.485240038,4.159322403,4.09750967,4.657491384,4.398268272,4.31702905,4.258647058,4.185422571,4.183939023,4.406210109,4.566942982
FAM174C,4.991970741,6.121695132,6.245527988,6.045729087,6.071016077,5.48587438,5.359433319,5.601536076,5.359338432,5.884636991,5.511812732,5.783933283,5.721383597,5.21571742,5.779913671,6.042545849,5.811946199,5.892211285,5.556021626,6.070610438,5.913301134,5.031037831,6.529063489,5.764378005,6.096080493,5.742326954,5.700656106,6.636439016,6.334151696,6.315223847,6.664757302,6.506700314,6.402113309,5.579373267,6.504318475,5.867006857,5.318891635,5.340231109,5.524101298,5.20192002,5.926177372,5.862312521,6.249883317,5.934122514,5.427948035,5.75561668,5.656015774,6.525967055,5.786781914,5.902155603,5.455540937,5.802792922,5.882936449,6.179861331,7.105939928,6.357300391,6.767755423,5.796013643,5.986745401,5.691687694,5.93234233,5.411382178,6.007769594,6.242977802,3.864532845,5.817779285,5.731479246,5.740506668,5.764842405,5.963790835,5.95422656,5.676024757,5.209242795,4.901513763,6.038789525,5.82145767,4.904219138,5.327518513,5.316757599,6.153393947,5.686623781,5.92071728,5.393141584,5.074736619,5.752365927,6.343393608,5.34439889,5.620850294,5.457108321,6.0094166,6.190006367,6.944861959,5.547844628,5.680847548,5.397224536,5.771764117,5.70639241,6.250243457,6.501978861,5.561051137,6.111002091,6.916828915,6.197723882,5.191558703,6.324351589,5.917276593,6.282493553,5.69405556,5.681269339,5.671072535,6.013864193,6.54935035,5.846924506,5.968904055,5.816940118,5.551288368,5.096131107,6.102477573,5.846881894,6.212800821
FAM20C,6.692548552,7.942092778,7.717397452,7.784893919,8.594008408,5.837236855,6.711417814,7.27956694,6.893294249,8.212169508,6.747407541,7.303565241,7.972491628,7.798162006,7.362869608,7.672578797,7.467729437,8.287652362,8.117915253,8.795511119,4.707916774,5.06418875,8.638751571,7.905412278,7.618957328,6.741798633,7.212624781,5.881791853,6.512783121,6.726712713,7.688230723,6.034202507,7.672004495,7.145261704,6.00840397,6.035577725,6.501775098,6.972936146,6.549508999,8.713965539,6.285169149,6.478902256,7.995439293,7.901230756,5.951065525,8.334314856,8.957868469,6.367612194,7.132118216,5.974802316,5.97004145,6.988094992,6.244647351,6.446588739,6.495420155,6.631625259,4.65338109,8.637957953,5.006131929,8.237165974,7.77606384,9.475053056,6.181046878,6.086524785,5.632652107,8.178287884,4.885301027,6.943567406,5.706301228,7.233199748,7.959063006,6.194609131,6.874842449,6.873899305,8.685420903,6.358721521,6.149047954,6.712418321,6.893148606,7.682386488,5.684159502,7.917653131,6.683047938,7.431907894,5.686158722,7.484614277,5.833790785,3.310543712,6.61412676,6.025270257,7.972330212,7.707216236,6.700277406,6.981337802,6.544091213,8.083377737,5.40959799,6.641053198,7.007420905,6.516360331,9.292108319,4.705972374,6.839784529,6.241950745,6.726917024,7.84538655,9.16241978,7.177587967,7.66844821,5.334639779,7.745451811,7.287462137,7.722099839,6.837616581,6.688058637,7.900913287,6.865840889,8.526711275,6.666871605,7.725524409
FAM210A,3.982546441,4.540306306,4.05811731,4.150608415,4.012783185,3.450498657,4.011594034,3.849578996,3.595038123,4.04473508,3.886754978,3.830427739,3.545251784,3.337282929,4.226392925,3.511316222,4.289827089,4.054709583,4.489234635,4.318085413,4.1505678,3.564378169,4.233343573,3.841580701,3.959232289,3.456543339,3.843270357,3.340733161,3.725806583,4.217036793,3.646473748,3.235359447,3.473929746,3.666449845,3.6576743,3.804590545,4.11788617,4.88189461,3.683842401,4.429127173,3.886423333,4.066683372,4.550999139,3.807911283,3.760955416,3.747720373,4.68063942,4.370533976,4.115316292,4.033431812,4.488656392,3.755485829,4.055325824,3.954382453,4.161895742,4.307865639,4.550137262,4.44826666,3.827859663,4.017120188,3.994805976,4.581742903,4.275051758,3.829281298,4.745043669,4.101423167,4.584589756,4.241977431,3.841600827,4.133645719,3.77908108,3.254609159,4.241275806,3.201273142,3.877754064,4.207541503,4.61835026,3.252673001,3.490557295,3.501069666,3.278252439,3.54118027,3.995882449,3.224240978,4.023796483,3.730879027,3.735143041,3.586272354,3.464655199,3.593485245,4.232023682,4.133300476,3.859741004,4.20600237,3.475551867,4.395021657,3.760997982,3.919340082,3.977408157,3.760007987,3.655546465,3.895632232,3.69417817,3.380133743,3.803247705,4.204915394,4.556030826,3.434414726,3.794062298,4.861250712,3.747763332,3.755165328,4.516525801,4.209515751,4.062043978,3.916275991,3.978653265,4.173047459,4.745291123,4.137970685
FANCA,2.09369538,1.882251757,0.826192536,3.508758229,2.846754051,1.049909522,2.122738972,1.071625394,1.139404006,3.289967222,3.007159613,2.804590545,1.960548778,0.944108799,3.445634016,1.900258212,2.563743877,2.814652957,1.950132431,3.055022076,1.711583007,2.043659469,2.724279183,1.883386213,3.22550631,1.58245966,2.592110151,1.946094512,2.845469979,2.656770926,2.833011499,0.895767932,1.481143916,1.145090477,3.552918042,2.726351692,2.340077966,3.391231558,2.111432005,1.837781812,2.85379609,3.169524197,2.978763076,1.01799315,2.338167659,1.799418922,1.486611412,3.151712722,3.39559754,2.809373283,2.281045366,2.987539164,2.656359073,3.35038409,2.171014626,3.811717624,1.866631081,2.058316496,0.549225575,1.155554961,1.868923771,1.207767938,2.605375803,2.331819848,2.632780049,2.495183478,1.849118567,0.840926433,3.296251818,0.953600494,3.173719105,1.48398341,1.586980861,1.889629291,1.568518598,3.721153887,4.004267666,1.677846466,4.078370732,2.955201193,3.65718266,3.303766139,2.979659552,2.408086829,1.400701863,2.250385593,1.627373373,2.372283513,2.792126534,1.986301705,3.377443078,2.006657082,1.4559124,2.493032418,2.385789941,2.123566879,2.318114344,2.56506094,1.335368915,2.878234879,1.858816521,2.173287369,3.200896644,1.403867584,2.071762669,2.60267066,2.846292719,2.738443599,2.261260002,2.333108825,2.961197309,2.601957937,2.327687364,1.872158957,2.213813846,3.542926612,2.164207025,2.202292333,1.991027447,3.87993117
FAT3,3.436708211,0.938323435,1.058177935,3.772666915,1.278995767,1.70354372,2.332077736,0.819668183,1.876251712,3.131573023,3.58164048,3.370401455,2.2131295,2.115133149,2.769581342,1.245130531,2.550605202,1.690729962,2.285727713,3.123219216,2.144111648,0.983312871,1.534509884,1.463151595,2.795434491,3.096059403,1.073340397,2.890388322,1.556552036,2.266666623,4.326530158,2.347949066,1.682168747,2.703499424,3.546005424,4.459943029,1.275901003,2.653335227,3.84362212,1.831228693,3.931711419,3.814970764,2.790417575,1.69113212,1.703499424,1.662570116,2.407950917,3.113717166,2.695370292,1.087530731,2.69014887,1.91827173,3.511910749,1.997798211,2.540275304,3.677350377,1.589571754,1.497433534,1.828631582,1.885574364,3.499922404,2.992804679,4.351769652,1.428410425,4.138707999,2.843963751,2.212787205,1.647959145,2.428705206,1.020839967,1.656496371,1.87511163,3.167775388,2.422636683,1.226940041,1.904233592,2.54057289,2.739761711,3.671757587,2.217106608,5.11537456,2.684392373,2.061223202,2.240314329,0.45385994,2.502763396,2.658234337,3.268524222,2.81329893,2.940035163,3.141498188,1.964953053,1.645009884,2.863205026,2.037522794,3.325415199,3.410449655,2.031677496,1.5601769,2.437227739,2.118957679,2.949441552,3.318013084,2.186215287,1.636404212,2.903944492,1.955796349,2.163530935,3.549890917,2.939358239,0.97819563,3.116647545,1.261590989,3.679862891,3.499896899,4.596792058,3.754737882,2.229126433,3.27223226,2.187070931
FBXO21,6.024180031,4.523656042,4.830250253,5.630096722,4.395714059,5.09750967,4.951783597,4.101196221,4.60916396,5.759528713,5.809321829,6.085526634,5.263162139,5.178097122,6.13920752,4.967237789,5.380293084,5.459500473,5.357861623,5.730601918,4.626147064,5.344089921,5.020271053,4.918286044,5.379769964,5.205842112,5.416816102,5.029863638,4.964306208,5.231370964,6.056845773,5.012823402,4.916247324,5.273844077,5.113750499,5.080862286,6.036514323,6.160099325,5.861211003,5.535256711,6.043053539,5.45616218,6.674227585,4.511740005,5.45864776,5.088506296,5.645416342,5.394713054,5.931054223,5.336868918,6.764354118,5.414460306,6.14718864,5.574537521,5.383033759,5.740247596,4.622145555,5.910272154,4.828220282,4.986656673,5.835022108,5.731286443,4.977637118,4.515844889,4.841937906,6.000996017,4.9184244,4.96883265,6.030848082,6.075598946,5.576824431,5.546916062,5.920745858,5.643227038,4.80065145,5.497902919,6.215432044,5.769242795,5.819793341,5.430833875,6.42168785,5.187957729,4.633832226,6.144350299,4.560892224,5.103644503,5.7881741,4.856348334,5.448712675,5.563881128,5.846513374,4.736707689,4.995841756,5.854733767,5.771146087,5.864740825,6.882634491,5.726487937,4.895646772,6.290645569,5.194453512,5.753596514,5.850084298,5.42300999,4.727555652,5.491692788,5.587845009,5.135682612,5.708201034,5.903568575,5.171959369,4.82406517,6.018295892,5.613236955,6.232200249,5.638317163,6.724837144,5.673946442,6.204862588,6.005426937
FBXO31,4.552678318,4.00269352,3.555251725,5.034193701,4.255417644,4.678167706,3.922026542,3.524978865,3.685244976,4.96214179,4.253822908,4.56963691,4.08577305,4.318656684,4.701537968,4.54204132,4.909149049,4.527502028,3.49610438,4.980084726,3.415799221,3.730770363,4.267932747,4.270020546,4.528114935,4.522639591,3.998908549,3.763252211,3.882574581,5.020759977,4.814032519,4.146158273,4.182461893,4.112049522,5.043186997,3.722651814,4.487782164,4.956335497,4.505713122,4.467846794,4.433133055,4.378275779,5.196079785,3.628166999,4.610871295,4.721700756,3.817418605,4.603359292,4.802007051,4.308790427,4.030177144,4.425110137,4.41445354,5.165268812,5.18814373,4.81629762,4.395857983,4.949880391,3.466052799,4.240199825,3.866215635,4.759043951,4.167269603,4.029762065,3.889833685,4.63003846,3.756863175,3.437960088,4.380417773,3.592433117,4.588750609,4.924095134,4.422125333,4.427311168,3.516116031,4.712006917,5.110947821,4.977499746,4.473364819,4.892221001,4.926160764,4.703316689,3.997265306,4.890422372,3.036995577,3.955331404,4.274872906,3.984780725,4.732453731,4.152118504,4.785414541,3.562913999,4.071676874,5.513206474,4.714624691,4.443838684,5.019977619,4.381629467,4.044586466,4.770644073,4.430345496,4.535965838,5.071170576,4.657159789,4.868227455,4.3321995,4.871193107,4.596136073,4.702502407,3.865097293,4.808179084,4.460867042,4.293407272,4.740571429,4.022305665,4.804445991,4.519101531,4.799481091,5.375838776,4.869466763
FBXO48,1.370554899,1.477573719,1.611597334,1.571579737,1.815288501,1.353662045,1.245495663,1.121943734,1.205017088,1.652142272,1.18757774,1.787850334,1.265856921,1.721197644,1.468479053,0.89351754,1.177790256,1.751849302,1.202198284,1.237318966,1.367035516,1.261530815,1.533912144,1.390832744,1.636729013,1.427498905,1.120484657,1.158918642,1.150624661,1.724737573,1.609707691,1.155295891,1.254654507,1.226570182,1.612777105,1.531518705,2.057658213,1.743385708,1.324176946,1.458959387,1.473007568,2.052694111,1.612965779,1.389511746,1.759581973,1.333709954,1.629100118,1.680819425,1.480471945,1.323658291,1.999134123,2.065606776,1.2429378,0.964213778,1.276317993,1.152962167,1.254110242,1.182247345,1.098486934,0.941331714,1.75304823,1.40729836,1.074847916,1.390502608,1.31103803,1.50771854,1.368880073,1.233704031,1.531219246,0.9655442,1.447208888,1.431836875,1.824808578,1.822363055,1.540523296,2.459247991,1.515359227,1.381061828,1.834792105,1.426050012,2.562572145,1.305211776,1.839596853,1.776103988,1.17037377,1.589955195,1.785466854,1.76502547,1.080794082,1.760859637,1.67568046,1.279768422,0.702214251,1.635661536,1.463727072,1.781527581,1.539233271,1.332679294,1.290365421,1.426586809,1.584048504,1.537544572,1.39270209,1.332220987,1.066743638,1.64362534,1.654664667,1.285993972,1.492160838,1.259724436,1.714091622,1.043204499,1.715102636,1.753818443,1.716595882,1.336740407,1.279055216,1.325616675,1.936892302,1.639926713
FEM1C,4.882731076,4.977884355,5.36989218,6.535463576,5.213561143,4.728785812,4.374392681,4.749046136,5.455034541,6.378841047,4.803278708,5.420189306,5.00272502,5.911193023,5.743953828,5.30663045,6.416550971,6.084251395,6.405532938,6.092074209,4.188519614,4.041514601,5.617313178,5.685895309,5.051015299,4.721618739,4.587220954,4.262403089,4.306488281,5.451349604,5.580489229,3.737427183,4.999549087,5.524439851,4.614468393,4.865320041,4.901045474,6.325255078,5.781239047,6.514789786,5.585632597,5.472653477,6.432663825,5.571503895,4.726487937,5.533887233,6.963145781,6.1223704,5.194098875,4.893478709,5.619477572,5.555724144,5.200928022,5.356031095,6.104659553,5.727081814,5.32041969,6.240213184,3.516166471,5.897460686,6.00858773,6.359292744,5.439254106,3.947357576,4.144788742,6.687070489,5.289760706,4.993135401,5.158506689,5.048319027,5.707276296,4.434441416,5.716472418,5.255980293,5.800840379,6.196864701,5.25032874,5.60487194,5.674647078,5.02551168,6.23914787,4.581411509,5.074762304,5.85940806,5.115665865,5.077738627,5.129641585,5.542527369,4.741267422,5.486260644,5.71976117,5.52476579,5.063170705,6.069607656,4.825892452,6.675480053,4.920035993,5.860878398,4.770575363,5.19639459,4.338745295,4.196512624,5.350550286,4.887067045,5.233784547,5.792522224,6.801334584,5.233876559,6.27788435,5.445958395,4.745242711,5.528549441,5.743323767,6.149011361,4.951088845,6.294631776,5.258918362,5.750255435,4.900050458,5.889166864
FER,3.437813648,2.504544125,2.761540595,3.632221676,2.435041797,2.254956787,2.538985057,2.008881249,2.211915542,3.709467101,3.04926482,3.579192219,2.498250868,3.194985304,3.405842638,1.929109248,3.147583487,2.890310491,3.160113447,3.230633421,1.737124282,2.318837419,2.573035143,2.716156852,3.349931373,2.914698454,2.544139137,2.480187556,2.624615633,2.475525927,2.92939335,2.08219163,2.529646064,3.231324878,3.747881462,3.248686627,3.354409844,3.726068261,3.166361957,3.576268163,3.862084348,3.345850517,3.422179168,2.418162956,2.619741659,2.623913671,3.143213805,3.473592115,3.118392952,2.879235246,3.837882708,3.046351359,3.370066609,2.544435927,2.067673132,3.071144827,2.664369059,2.96737153,1.504162725,3.331418598,3.083315502,3.688292278,3.179033258,1.762944057,2.661498793,3.588960435,2.288624336,2.50021568,3.274395859,2.577054132,3.064865611,2.897840617,3.314101926,3.357171928,3.035993333,4.173263379,2.984279452,2.759752394,3.530670075,2.632896349,4.348409487,2.95373085,2.937852824,3.652601218,2.044743821,2.661817994,3.30262613,3.105594276,3.100674953,3.174358477,3.420980866,1.825460018,2.223020887,3.350101159,3.252491353,3.63559189,3.159790624,3.090311471,2.322014654,3.748461233,2.623141119,2.992025143,3.268449365,2.361291125,2.407135175,2.99758146,3.211977822,2.84915861,3.311154315,2.727310583,2.38388397,2.572210593,3.248094553,3.305109607,3.548609245,3.416650612,3.514917575,2.535182046,2.939433468,3.708849377
FHDC1,2.953619117,2.855710696,0.942908554,3.83197855,2.162918962,0.70230292,1.225521734,1.431569476,1.76502547,2.439357178,1.486353976,2.149974682,1.034497464,1.327284963,3.192541381,1.544683205,2.060151171,2.720694357,2.597674185,3.093272825,1.289775458,1.912803131,1.686074659,2.272441301,2.999079989,1.430017587,2.991626147,1.524916199,1.854394678,2.488386467,1.55723852,0.5383395,1.495644002,1.040191072,1.184470737,3.633152177,2.333251974,3.845540231,0.916629505,2.552229498,2.075053365,1.355805639,2.179160684,1.29818907,2.031748063,1.889512481,2.787432465,2.272560739,1.308127844,2.475707495,3.511151735,1.914028675,1.561888195,3.02906411,2.496385649,2.182056609,1.844506174,1.84967907,0.793354901,1.576522138,1.44652092,1.625784811,2.349846473,2.097341109,0.684728987,1.298775603,1.179956847,1.208954185,3.001333876,1.434348001,1.31225856,2.876742849,1.223669671,2.236859942,1.573229086,3.73901637,1.841691394,1.491134776,2.626485863,1.991608008,2.156428978,2.642539852,1.753732884,2.460008581,1.302523778,1.424492171,1.754887502,1.195284597,2.897859974,2.167165213,3.403417711,3.291485686,0.707789805,2.061879861,2.089565945,2.227463845,1.502737941,2.955052366,0.744936067,3.607164579,1.802482761,1.094709007,2.046211644,1.953265239,1.517376489,2.112499976,1.497893341,2.01678155,2.328290756,2.990900418,3.545424786,2.446653247,2.606300084,1.750435,2.430874008,2.773279018,0.893983426,1.670251176,1.548485947,2.483725505
FKBP1A,6.767101235,7.664475018,6.557403963,7.298524523,7.865371392,7.109025131,7.234561674,6.942671668,6.92388722,7.47518867,7.031002531,7.034930986,6.596370175,6.629967086,7.160131604,7.393465111,7.104045156,7.351213113,7.224858352,7.634501064,6.930889877,7.00468565,8.137379537,7.282657564,6.705129171,6.529474283,6.742774258,6.768830084,6.522851411,7.594560492,6.9866908,6.655656652,7.044691371,7.196424099,6.529369643,7.102154192,7.23145545,7.166982512,7.421025483,8.034155727,7.525485573,6.613676033,7.321790131,7.317807831,7.32364208,7.710665945,6.57838024,7.532792272,7.040810258,7.103004488,6.673286459,7.012337368,7.197190149,6.754944942,7.502508827,7.368757874,7.034173889,6.98890505,6.852389681,7.814709347,7.756821821,7.038333015,6.599216611,7.161207481,7.48798952,7.178933698,7.17979367,7.405863906,7.240375394,7.398098075,7.494831589,6.630667565,7.209716536,6.346533235,7.180997168,6.319811191,6.861915675,6.655139989,6.865317566,6.620892804,6.803024208,7.275127205,7.062190805,7.059552129,7.200111956,6.734670335,6.606797528,7.15330375,6.923329863,7.293065108,7.635710141,7.173854995,7.133918977,7.617663607,6.882471872,7.518895453,7.340971663,7.398423057,6.991902735,7.198528531,7.952145995,6.94471089,6.787744572,7.350716463,7.372175535,6.736094755,6.593509148,7.018250262,7.142997423,7.558915048,6.949878058,7.384731955,6.926076534,7.081019997,7.058005798,7.457788798,6.920289727,9.078872108,6.830875162,6.994733579
FKBP9,6.811142174,7.02074109,6.525633558,7.69959952,6.97772068,5.322944837,6.083536768,5.637201583,6.254769759,7.267098466,7.157460123,6.796797595,6.350313362,6.559438277,7.073273979,6.275061073,6.560453595,7.539501604,7.66938541,7.595635685,5.296780417,5.209039994,9.039595745,6.297497755,7.234611488,6.984883237,6.461834654,6.038221061,6.253732159,6.692647581,7.170553038,5.548979075,7.280909002,6.954505759,6.649368283,6.414429861,6.688530077,6.642750662,6.601096259,7.417220459,6.956334335,6.513140136,7.24652875,5.969548842,5.897884169,7.022810541,7.12226271,7.25016196,7.234460125,5.606157925,7.105713692,6.864075926,7.590999403,5.927685532,6.789827045,7.588799321,6.621224046,7.456972023,7.030450854,7.128270714,7.021630741,7.818327167,7.316802845,5.110100106,6.503576126,7.472131115,5.842227128,5.863492494,6.423932751,6.42148589,7.211439603,6.030084424,6.89321172,6.526374037,7.602612765,6.734095836,6.206145024,6.757251317,6.909003798,6.092167259,7.102594099,6.288888216,5.599552867,7.315495586,5.466630383,7.186884792,6.802087209,6.77243467,6.285539083,6.499112397,7.249731652,6.573182118,6.045231077,7.952395891,5.840317195,7.765020164,7.172087423,8.045160074,6.277051155,6.799975762,9.291766997,6.854397171,6.748716151,6.083981324,7.834158775,7.429030901,6.847064865,7.180389577,7.171807292,6.929439511,6.958683784,6.542038223,7.144412505,7.187321388,6.625445847,7.541757973,7.327926237,7.875139283,7.618914027,6.867481382
FKTN,2.95836015,2.094506339,2.211790976,2.962586038,2.947927931,1.610038557,2.191309967,1.875662127,1.838588779,3.550703696,2.335826224,3.192399348,2.157205438,2.490647141,2.585683668,1.768078435,2.665279061,2.597173585,2.210575891,2.812600905,2.035799837,1.754502732,2.779721981,2.041278033,2.64556333,2.479334051,2.286910711,2.075258784,2.154907199,2.450327087,2.849699084,1.726002846,1.903385401,2.366420139,3.208688925,2.287354085,3.028834329,3.024372875,2.543495883,3.889590355,3.515069014,3.096059403,2.805024118,2.077106244,2.536972947,2.001910306,2.934988202,2.918405318,3.237533126,2.421775357,3.112266425,2.643671513,2.338852239,2.098891126,1.620680241,2.204610268,2.209921191,2.953376999,1.348912241,2.747859985,2.785634244,2.499118777,3.008881249,1.812210685,2.857284353,2.751977807,2.504544125,2.045967111,3.105057827,2.258549075,2.618614553,2.102322191,1.990156167,2.369382725,2.465661085,3.427445268,2.426050012,2.581303036,2.778208576,2.147925329,3.333538229,2.130832052,2.970356722,3.301529118,2.054397022,2.702214251,3.050362384,2.658508562,2.802668866,2.590554116,2.937777512,1.686567758,1.989720329,3.213005039,2.480911346,2.42739163,2.251416133,2.656427724,2.187957729,3.298687638,2.018990175,2.161404016,2.838467763,2.316753979,1.993601908,2.611573729,2.567618457,1.980500635,2.721088249,2.411805852,2.511973982,1.539531071,3.011066201,2.795559171,2.407135175,3.566303728,2.807890681,2.46220941,3.084829643,2.978323782
FMNL2,6.360139496,4.876453098,6.039717462,6.698612998,6.240121575,6.126140705,5.77243203,5.838656846,5.601010063,6.639184401,6.676027579,7.117040446,5.539757483,6.700124788,6.153458805,5.777572262,6.44140048,6.068580532,6.846942051,6.558200274,5.902678998,5.872006238,5.563200849,6.054883198,6.200518085,5.457673082,6.081942471,5.768949147,5.950305099,5.359876038,6.317331205,5.954952364,4.953260582,6.734962916,7.633589596,7.206195829,6.854813541,6.641628392,6.261590989,6.957634898,7.626928227,6.870957706,6.109582045,6.335186666,6.309725535,5.967067136,6.719136884,6.128930544,7.146723437,4.693420048,6.440281176,5.959524431,5.783721177,5.483380485,5.891360856,6.765626238,5.202864332,6.199448563,4.644836889,6.038148615,6.793690437,6.204416596,7.636143884,5.507017595,5.666995128,5.985973965,6.073955158,5.245320716,6.315741919,6.019893134,5.956467929,7.030492789,6.174977599,7.120342608,5.333835158,6.725829755,6.130356395,6.76640567,6.181659161,4.956586411,6.683471893,5.876912252,6.967466064,6.128990326,6.206303294,5.333595473,6.627920497,6.249752507,6.206774095,5.727245224,6.506175059,5.360929584,5.304642455,6.660874438,7.166749584,6.565420484,6.020535537,5.868400331,5.299387543,6.434383032,4.918696304,5.832312821,6.190960481,6.388101691,5.859758395,6.376101073,5.687872536,5.539490748,7.132729,6.798811333,5.795673452,5.981313825,6.107196148,6.35555372,6.026625244,6.163472567,6.848140918,5.644998352,6.490451398,6.640924542
FMNL3,4.364565429,3.994769778,3.815770098,5.347204997,5.499402649,4.116007033,3.867945871,3.988848259,3.582604172,4.968362672,4.526588439,5.055737951,4.176306814,5.030446439,3.822597597,4.390041667,4.961882583,4.689908543,3.945654519,4.658405734,2.993076511,3.683224835,4.506043319,4.255168346,4.36042749,4.364439362,3.971975723,3.827890142,4.465105975,4.140345128,3.891253909,3.944090053,3.447222115,4.36243482,4.849053494,5.512764162,4.489125429,4.703061929,4.538494708,4.465621908,5.32498697,5.067131,4.191854761,4.374837788,3.740506668,4.645966751,4.538333291,4.098815348,4.515062704,3.714937845,4.062890185,4.223183111,3.77292023,4.290166335,4.088921771,5.213980995,4.560604914,3.999576146,3.139534981,4.01527454,4.170381783,4.182835289,5.185263975,3.988348397,4.472227803,4.684386762,3.050849922,3.363016845,3.881087034,3.928815618,4.620592275,3.785016897,4.567089057,3.542518083,4.105971347,5.44717582,4.89072392,4.323197108,4.396940372,2.847836598,4.87268596,4.559063469,4.256995527,4.272277057,3.333423734,4.289111461,4.850939406,3.785132015,4.801127608,4.180545725,4.942533272,3.986074115,3.888149004,4.549003727,4.90546162,5.720355086,5.076755751,4.692628054,3.731704603,4.598377117,4.826706095,4.460290422,5.179284118,4.158692486,4.464151993,4.670455143,4.17132694,4.828367551,4.65945652,4.518541433,3.419012954,4.218254201,4.136585153,4.70387036,3.642701572,3.98580096,3.845068471,3.993031209,3.754834068,4.693531562
