Feature,LR_Coefficient,LR_Abs,RF_Importance
HTR7P1,0.07156300786612807,0.07156300786612807,0.002247069310906792
PRDX2P1,-0.07153449070695642,0.07153449070695642,0.004564677201023518
RIMBP2,-0.07151008467993317,0.07151008467993317,0.0011282936733636789
TREML1,0.07150382985662208,0.07150382985662208,0.002308512120004509
EEF1A1P14,-0.0709620446166854,0.0709620446166854,0.004782414047709873
COX6C,0.07094979566453384,0.07094979566453384,0.0
AFDN-DT,-0.07089265490454605,0.07089265490454605,0.002917260011436262
AC104619.3,-0.07087422305107764,0.07087422305107764,0.0022058467892511744
HOXD11,0.07080934450617189,0.07080934450617189,0.0004888511945261273
AL513175.2,-0.07053065775323157,0.07053065775323157,0.0005085892131530492
AC139768.1,-0.07003205749416047,0.07003205749416047,0.004244546970181872
